song_name,artist_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
No Rest,Lil Skies,83,135535,0.0186,0.655,0.498,4.47E-06,9,0.139,-13.147,1,0.0479,162.861,4,0.508
Together,Trippie Redd,75,164576,0.893,0.615,0.444,8.06E-06,8,0.127,-6.773,0,0.0282,120.098,4,0.125
Lies (feat. Lil Skies),Lil Xan,77,206386,0.0262,0.779,0.626,0.00488,10,0.114,-7.73,0,0.067,140.078,4,0.419
Save That Shit,Lil Peep,84,231546,0.0262,0.534,0.583,0,2,0.421,-8.672,1,0.0288,105.997,4,0.145
GONE (feat. Trippie Redd),Paris,70,190893,0.00107,0.712,0.731,0,9,0.219,-4.555,1,0.0335,118.016,4,0.876
SAD!,XXXTENTACION,96,166605,0.258,0.74,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473
Moving On,Global Dan,67,207700,0.354,0.464,0.545,3.28E-05,1,0.179,-7.684,1,0.24,100.349,5,0.401
Betrayed,Lil Xan,80,187453,0.416,0.823,0.419,0,10,0.105,-10.358,0,0.165,119.958,4,0.277
Wasted (feat. Lil Uzi Vert),Juice WRLD,84,258475,0.0381,0.742,0.579,0,0,0.0952,-5.024,1,0.202,144.994,4,0.502
Cloudy Skies,Lil Skies,75,193107,0.138,0.708,0.84,0,7,0.227,-4.825,1,0.181,151.715,4,0.895
Nicotine Patches,$uicideBoy$,73,156033,0.0174,0.743,0.569,0.000736,0,0.264,-9.703,0,0.131,145.905,4,0.384
Wya?,Wifisfuneral,63,124231,0.437,0.866,0.42,0,11,0.0733,-12.025,0,0.437,85.005,4,0.191
Lately,dying in designer,55,178263,0.0188,0.595,0.757,0,11,0.193,-5.317,0,0.0519,172.99,4,0.0775
Morrissey,Cold Hart,55,187000,0.626,0.544,0.446,5.71E-05,10,0.136,-9.957,0,0.0861,164.93,4,0.0891
Yeah Right,Joji,61,174357,0.624,0.672,0.59,0.236,1,0.0991,-9.574,1,0.129,169.036,4,0.21
Aahhyeahh,Oliver Francis,67,185491,0.0223,0.631,0.67,0.138,3,0.358,-9.829,1,0.0622,144.983,4,0.0611
tell me that you miss me,shattered,60,211237,0.0312,0.602,0.547,1.15E-06,8,0.109,-7.294,1,0.0535,99.847,4,0.201
Accusations,070 Shake,62,279706,0.453,0.901,0.283,0.000111,6,0.0858,-10.156,0,0.0769,118.963,4,0.333
Infatuated,Jesus Honcho,63,147615,0.0312,0.748,0.779,0,1,0.0721,-4.28,1,0.0498,130.027,4,0.326
hammer,"nothing,nowhere.",66,204000,0.114,0.653,0.78,3.23E-06,5,0.117,-7.253,0,0.0663,179.928,4,0.26
Look at Me Now,Brennan Savage,72,150000,0.0483,0.649,0.538,0.401,0,0.0928,-9.793,0,0.0918,160.075,4,0.355
You Think You Know Me,Kid $Ixty,54,182769,0.576,0.845,0.476,2.14E-05,7,0.113,-7.689,1,0.0612,129.921,4,0.193
Us Ft. Lil Peep & Lil Tracy,SinceWhen,61,145632,0.0128,0.571,0.58,0,5,0.108,-5.973,1,0.0379,149.127,4,0.0607
Faygo Dreams,6 Dogs,76,171906,0.224,0.748,0.66,0.053,6,0.101,-4.704,1,0.0487,137.033,4,0.328
Spotlight,Marshmello,81,177600,0.0145,0.546,0.822,0,7,0.742,-4.483,1,0.151,150.06,4,0.615
Off The Gas (feat. Lil Skies),6 Dogs,67,192223,0.577,0.669,0.42,2.22E-06,10,0.0998,-12.441,1,0.373,159.88,4,0.573
See Me Trying,Lil Lucifer,53,128004,0.367,0.618,0.658,1.03E-06,10,0.101,-6.871,0,0.0404,150.05,4,0.214
P.S Fuck You Cunt (feat. Lil Peep),Fat Nick,68,197142,0.00096,0.723,0.459,0,11,0.11,-10.259,1,0.239,139.972,4,0.313
4 Gold Chains - (feat. Clams Casino),Lil Peep,69,209106,0.853,0.313,0.426,0.00037,8,0.181,-9.049,1,0.0435,95.159,4,0.107
Scar,6 Dogs,61,148607,0.735,0.626,0.425,0.000218,1,0.111,-10.44,1,0.0512,76.951,4,0.347
Everything,Smrtdeath,61,159033,0.193,0.607,0.685,0,6,0.12,-9.441,1,0.0347,145,5,0.635
Absolute in Doubt,Lil Peep,69,227026,0.0219,0.733,0.66,0,4,0.151,-6.87,0,0.0436,138.034,4,0.259
How You Feel,Trippie Redd,70,274532,0.921,0.248,0.293,0.0291,2,0.0954,-11.598,1,0.033,169.784,4,0.04
Lean Wit Me,Juice WRLD,50,175755,0.0414,0.665,0.651,0,1,0.0896,-5.515,1,0.156,163.935,4,0.237
Sometimes I Tell Myself I'm Fine,Wavy Jone$,54,158000,0.238,0.737,0.354,0.000102,2,0.111,-13.817,1,0.0343,111.97,4,0.0962
Problems,Lil Peep,73,209213,0.000144,0.64,0.558,0.865,1,0.103,-7.078,1,0.0271,115.007,4,0.207
Live or Die,Yunggoth✰,52,124877,0.381,0.775,0.529,0.409,8,0.11,-6.49,1,0.0624,148.068,4,0.0398
Xanny Bars 222,✦Pink Cig✦,56,159007,0.283,0.379,0.468,4.00E-05,9,0.109,-8.998,1,0.0843,97.8,5,0.0331
Benz Truck (гелик),Lil Peep,78,159986,0.0498,0.602,0.762,0.00819,2,0.121,-6.149,0,0.0347,92.02,4,0.112
I Can't Feel,James Colt,52,222302,0.242,0.59,0.564,0,10,0.127,-8.771,1,0.135,161.95,4,0.274
Look Like,Yung Pinch,60,226153,0.0243,0.795,0.523,0.00652,4,0.11,-7.623,1,0.102,130.101,4,0.617
Awful Things,Lil Peep,79,214426,0.0157,0.368,0.796,0,1,0.0694,-4.923,0,0.0823,170.033,4,0.181
Long Gone (Save Me From This Hell),$uicideBoy$,68,138764,0.129,0.71,0.632,2.92E-06,9,0.212,-7.051,0,0.0822,140.026,4,0.218
Fuck With Nobody,Killavesi,49,157714,0.437,0.331,0.67,0.000509,10,0.0945,-7.393,0,0.115,174.9,5,0.463
U Said,Lil Peep,76,224053,0.0434,0.265,0.827,0,7,0.117,-4.661,1,0.104,82.032,4,0.131
Rnrn,shinigami,53,209269,0.129,0.586,0.716,0,5,0.16,-5.725,0,0.0438,74.997,4,0.18
One Kiss (with Dua Lipa),Calvin Harris,93,214846,0.037,0.791,0.862,2.19E-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
DDU-DU DDU-DU,BLACKPINK,84,209355,0.0323,0.671,0.859,0,4,0.267,-3.922,0,0.0833,139.931,4,0.389
breathin,Ariana Grande,94,198160,0.0211,0.568,0.656,1.37E-05,8,0.213,-5.413,1,0.0433,100.049,4,0.364
Without Me,Halsey,92,201660,0.297,0.752,0.488,9.11E-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
Better Now,Post Malone,95,231266,0.354,0.68,0.563,0,10,0.136,-5.843,1,0.0454,145.028,4,0.374
Kiss and Make Up,Dua Lipa,55,189173,0.0658,0.678,0.729,0,8,0.303,-4.188,1,0.137,99.895,4,0.643
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,98,212500,0.153,0.841,0.798,3.33E-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
1999,Charli XCX,81,189000,0.0227,0.739,0.742,1.39E-06,7,0.229,-4.586,1,0.0329,124.016,4,0.659
Girls Like You (feat. Cardi B),Maroon 5,94,235545,0.568,0.851,0.541,0,0,0.13,-6.825,1,0.0505,124.959,4,0.448
Woman Like Me (feat. Nicki Minaj),Little Mix,85,228206,0.173,0.757,0.849,0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826
"Thunderclouds (with Sia, Diplo & Labrinth)",Sia,93,187026,0.0085,0.691,0.716,9.06E-06,7,0.263,-5.985,1,0.0351,112.035,4,0.507
Level Up,Ciara,81,204150,0.0142,0.746,0.825,0.0107,1,0.121,-4.666,1,0.169,152.914,4,0.584
Happier,Marshmello,100,214289,0.191,0.687,0.792,0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
Delicate,Taylor Swift,84,232253,0.216,0.75,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499
Work,Rihanna,70,219320,0.0752,0.725,0.534,0,11,0.0919,-6.238,1,0.0946,91.974,4,0.558
11-Jul,Beyoncé,75,213506,0.0128,0.747,0.705,0,9,0.126,-5.137,0,0.126,136.024,4,0.56
All For You,Years & Years,76,219640,0.135,0.65,0.718,9.53E-05,1,0.106,-4.365,0,0.0384,114.034,4,0.686
I Like Me Better,Lauv,77,197436,0.535,0.752,0.505,2.55E-06,9,0.104,-7.621,1,0.253,91.97,4,0.419
As If It's Your Last,BLACKPINK,78,213264,0.0688,0.786,0.853,0,8,0.0759,-2.687,1,0.0816,125.034,4,0.45
Electricity (with Dua Lipa),Silk City,94,238173,0.0104,0.588,0.67,3.33E-06,0,0.338,-6.439,1,0.0473,118.159,4,0.505
2002,Anne-Marie,85,186986,0.0372,0.697,0.683,0,1,0.137,-2.881,0,0.117,96.133,4,0.603
Swish Swish,Katy Perry,77,242520,0.0184,0.839,0.705,1.77E-05,5,0.102,-5.194,0,0.0445,119.954,4,0.575
no tears left to cry,Ariana Grande,92,205920,0.04,0.699,0.713,3.11E-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
Sweet but Psycho,Ava Max,89,187436,0.0691,0.719,0.704,0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
Better,Khalid,95,229412,0.0984,0.442,0.585,0.391,0,0.14,-10.332,0,0.0964,97.565,4,0.116
Want To,Dua Lipa,86,211817,0.0788,0.572,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318
BOOMBAYAH,BLACKPINK,77,240848,0.00264,0.658,0.836,1.02E-06,5,0.507,-3.282,0,0.0549,124.969,4,0.387
I Like It,Cardi B,95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65
Back To You,Selena Gomez,83,210240,0.0984,0.6,0.683,1.26E-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494
Youngblood,5 Seconds of Summer,90,203417,0.0169,0.596,0.854,0,7,0.124,-5.114,0,0.463,120.274,4,0.152
lovely (with Khalid),Billie Eilish,90,200185,0.934,0.351,0.296,0,4,0.095,-10.109,0,0.0333,115.284,4,0.12
Promises (with Sam Smith),Calvin Harris,98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
Rise,Jonas Blue,94,194407,0.323,0.69,0.784,0,1,0.203,-4.653,1,0.032,106.066,4,0.669
IDGAF - Initial Talk Remix,Dua Lipa,44,207928,0.0137,0.671,0.897,2.79E-06,4,0.083,-7.04,0,0.0309,108.998,4,0.785
This Feeling,The Chainsmokers,92,199226,0.0558,0.575,0.571,0,1,0.0912,-7.906,1,0.0439,105.049,4,0.449
Creep On Me,GASHI,84,194777,0.347,0.449,0.597,1.03E-05,9,0.197,-4.401,0,0.14,134.598,5,0.505
Beautiful (feat. Camila Cabello),Bazzi,94,180000,0.346,0.638,0.717,0,2,0.105,-4.722,1,0.0337,100.027,4,0.249
Tints (feat. Kendrick Lamar),Anderson .Paak,82,269106,0.101,0.798,0.867,0,1,0.0634,-5.971,0,0.12,109.04,4,0.668
All I Am,Jess Glynne,87,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,1,0.0373,122.007,4,0.536
Never Forget You,Zara Larsson,22,213427,0.00312,0.583,0.732,9.86E-06,11,0.269,-5.728,0,0.0457,145.992,4,0.276
Lost In Japan - Remix,Shawn Mendes,85,201253,0.0882,0.694,0.852,0,7,0.334,-5.34,0,0.257,107.178,4,0.377
Whatchamacallit (feat. Chris Brown),Ella Mai,72,179410,0.17,0.656,0.616,0,5,0.219,-4.668,1,0.0392,98.871,4,0.269
Eastside (with Halsey & Khalid),benny blanco,98,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0,0.321,89.391,4,0.319
Raise Your Glass,P!nk,75,203333,0.00629,0.7,0.695,0,7,0.0319,-4.973,1,0.0897,122.028,4,0.633
New Rules - Initial Talk Remix,Dua Lipa,62,224549,0.0208,0.532,0.977,0,10,0.151,-2.761,0,0.0353,116.527,4,0.966
I Wanna Know (feat. Bea Miller),NOTD,82,197938,0.0253,0.661,0.725,0,6,0.123,-4.859,1,0.0563,119.927,4,0.605
She Don't (feat. Ty Dolla $Ign),Ella Mai,76,264097,0.268,0.65,0.478,0,7,0.177,-7.512,0,0.05,99.979,4,0.147
wRoNg,ZAYN,66,212746,0.395,0.614,0.475,1.06E-06,7,0.265,-8.642,0,0.0362,99.968,4,0.422
Missing U,Robyn,63,291200,0.0529,0.704,0.677,0.000114,5,0.169,-7.601,0,0.0449,119.928,4,0.0775
The Middle,Zedd,90,184732,0.171,0.753,0.657,0,7,0.112,-3.061,1,0.0449,107.01,4,0.437
My My My!,Troye Sivan,76,204726,0.00407,0.701,0.458,0.000151,1,0.045,-7.749,1,0.0836,102.967,4,0.482
Body,MNEK,55,237643,0.07,0.601,0.67,0,5,0.455,-5.889,1,0.0336,146.052,4,0.208
Stay (with Alessia Cara),Zedd,84,210090,0.253,0.69,0.622,0,5,0.116,-5.025,0,0.0622,102.04,4,0.544
Forever Young,BLACKPINK,79,237076,0.0426,0.6,0.96,0,4,0.0882,-1.807,1,0.095,109.863,4,0.503
Dimple,BTS,73,196776,0.142,0.612,0.844,0,5,0.287,-4.694,0,0.0756,134.868,4,0.653
Light On,Maggie Rogers,69,233880,0.201,0.657,0.569,1.38E-05,2,0.126,-6.287,1,0.0542,102.054,4,0.399
Dance To This (feat. Ariana Grande),Troye Sivan,81,231846,0.00632,0.736,0.756,0.00577,11,0.106,-7.099,1,0.047,117.016,4,0.712
Sucker Punch,Sigrid,64,194323,0.00153,0.638,0.642,4.07E-06,7,0.0826,-4.422,1,0.0639,165.984,4,0.676
Why Her Not Me,Grace Carter,70,230640,0.35,0.391,0.649,0.0001,3,0.238,-6.935,0,0.0395,173.249,4,0.201
Cowboy,ALMA,62,188218,0.339,0.641,0.841,0,4,0.248,-3.916,0,0.115,76.957,4,0.523
Don't Let Me Down,The Chainsmokers,84,208373,0.157,0.532,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.422
CRZY,Kehlani,68,191720,0.226,0.827,0.702,5.04E-05,6,0.158,-7.264,1,0.267,130.02,4,0.694
Tyler,Col3trane,51,145544,0.258,0.947,0.36,7.31E-06,0,0.107,-8.093,0,0.0957,103.048,4,0.618
Trust My Lonely,Alessia Cara,76,199706,0.00541,0.583,0.662,1.96E-06,0,0.284,-6.025,1,0.156,150.305,4,0.636
Amor Prohibido,Selena,61,164120,0.455,0.548,0.688,0,7,0.072,-6.053,1,0.0372,179.842,4,0.813
Como Te Extrano,Pete Astudillo,50,230896,0.212,0.625,0.44,0,6,0.215,-12.07,1,0.0535,179.886,4,0.733
Tonta,David Lee Garza,47,186706,0.0552,0.616,0.631,0.000729,10,0.0193,-8.717,1,0.0351,170.535,4,0.965
Un Millon de Rosas,La Mafia,57,209040,0.206,0.763,0.565,5.39E-06,10,0.0798,-8.096,1,0.0613,86.042,4,0.914
Desvelado,Bobby Pulido,61,222373,0.0663,0.671,0.671,0,6,0.213,-7.57,0,0.0467,173.887,4,0.888
La Llama,Los Palominos,46,208440,0.274,0.586,0.816,0.000361,7,0.145,-6.036,1,0.24,181.795,4,0.884
Ayer Y Hoy,Mazz,48,250426,0.518,0.541,0.369,0,11,0.177,-12.561,1,0.03,167.476,4,0.664
Y Te Lo Pido,David Olivarez,47,315266,0.0581,0.467,0.781,0,8,0.523,-9.668,1,0.0471,171.829,4,0.617
El Chico Del Apartamento 512,Selena,51,205840,0.509,0.748,0.845,7.32E-06,10,0.0852,-4.739,1,0.0326,102.07,4,0.911
¿Y Todo Para Qué?,Intocable,63,190533,0.336,0.694,0.637,5.40E-05,0,0.322,-7.786,1,0.0274,102.833,4,0.782
Estúpido Romántico,Mazz,46,274426,0.628,0.619,0.574,1.61E-05,10,0.0676,-9.604,1,0.0365,175.881,4,0.747
Ahora Qué Hago Sin Ti,Jimmy Gonzalez Y Grupo Mazz,45,231600,0.563,0.611,0.709,0,11,0.0752,-5.164,1,0.056,159.983,4,0.644
Obsesión,Roberto Pulido,46,209653,0.101,0.621,0.63,2.31E-06,7,0.568,-7.219,1,0.0373,174.819,4,0.906
Se Murio De Amor,Bobby Pulido,55,186280,0.392,0.527,0.696,0,0,0.0907,-3.386,1,0.0428,159.771,4,0.817
"Te Quiero, Te Amo",David Lee Garza,44,208093,0.18,0.74,0.65,1.68E-05,7,0.131,-12.008,1,0.0712,172.036,4,0.948
Le Pediré,Bobby Pulido,49,212733,0.13,0.719,0.455,1.15E-05,7,0.1,-13.214,1,0.0507,159.648,4,0.85
Borrachera,Little Joe,41,196306,0.0378,0.586,0.7,7.27E-05,5,0.548,-7.822,1,0.0272,109.712,4,0.876
Nuestra Canción,La Mafia,51,203253,0.109,0.778,0.458,6.63E-05,10,0.0752,-9.19,1,0.0325,82.256,4,0.88
Yo Te Voy A Amar,Jimmy Gonzalez Y Grupo Mazz,42,251903,0.214,0.555,0.808,0,10,0.177,-4.054,1,0.0608,181.186,4,0.84
Fotos Y Recuerdos,Selena,51,157306,0.651,0.515,0.522,0,3,0.0509,-12.098,1,0.0333,179.692,4,0.926
Amigo Mío,Mazz,44,252573,0.43,0.65,0.54,2.97E-06,2,0.305,-9.33,1,0.0754,155.101,4,0.678
Lágrimas,La Tropa F,28,223040,0.628,0.651,0.718,0.000988,0,0.386,-7.477,1,0.031,97.502,4,0.706
Quién Iba A Pensar,Jimmy Gonzalez Y Grupo Mazz,44,240826,0.229,0.542,0.636,0,0,0.0699,-6.274,1,0.0292,155.535,4,0.675
Me Duele Estar Solo,La Mafia,48,207666,0.202,0.707,0.474,4.85E-05,9,0.298,-10.025,1,0.0379,80.762,4,0.942
Eres Mi Todo,Ram Herrera,0,211626,0.375,0.549,0.656,0,7,0.226,-4.589,1,0.0295,104.813,5,0.77
Maldito Amor,Gary Hobbs,40,241560,0.473,0.716,0.575,0,7,0.205,-8.727,1,0.0284,100.936,4,0.903
Como La Flor,Selena,42,184066,0.137,0.593,0.484,0.000305,10,0.3,-9.971,1,0.0301,181.979,4,0.866
Eres Mi Droga,Intocable,56,207226,0.228,0.636,0.704,1.17E-06,7,0.068,-9.88,0,0.0849,188.184,4,0.964
Son Tus Miradas,Jay Pérez,39,173933,0.565,0.604,0.532,1.67E-06,10,0.197,-10.053,1,0.0268,106.861,4,0.834
Vuelvo,Mazz,38,255013,0.321,0.523,0.812,0,0,0.0553,-5.104,1,0.0316,103.656,4,0.634
Que Me Lleven Canciones,Mazz,38,236293,0.154,0.538,0.618,0,0,0.113,-11.734,1,0.0394,102.897,4,0.761
Si Una Vez,Selena,60,167000,0.516,0.658,0.525,0,2,0.0936,-10.368,0,0.0632,174.16,4,0.836
Amor Querido,Ram Herrera,33,240146,0.41,0.626,0.578,0,9,0.295,-6.172,1,0.0271,103.753,4,0.759
Me Vuelvo A Enamorar,David Lee Garza,45,211146,0.41,0.575,0.693,0,7,0.428,-5.978,1,0.0361,171.043,4,0.75
Enseñame,Bobby Pulido,44,189440,0.389,0.516,0.628,0,7,0.078,-3.528,1,0.0311,176.093,4,0.622
No Te Olvidaré,Mazz,40,229840,0.557,0.618,0.58,1.13E-06,4,0.106,-6.487,1,0.0234,106.417,4,0.476
La Ronera,Roberto Pulido,37,169760,0.242,0.546,0.889,0.000302,7,0.0683,-3.439,1,0.0857,187.563,4,0.918
Por Favor Corazon,Gary Hobbs,25,223946,0.163,0.62,0.649,0.00107,10,0.191,-7.02,0,0.0409,164.904,4,0.914
Qué Será?,Mazz,38,219600,0.216,0.739,0.562,0,7,0.0556,-10.835,1,0.0544,165.314,4,0.894
Te Aprovechas,Grupo Limite,44,186640,0.145,0.761,0.449,0,0,0.0775,-12.357,1,0.109,161.489,4,0.883
Ahora Dile,Ram Herrera,43,232533,0.229,0.727,0.346,0,9,0.449,-14.516,1,0.0379,81.487,4,0.797
Bidi Bidi Bom Bom,Selena,64,187560,0.102,0.569,0.721,3.38E-05,10,0.204,-5.889,1,0.0375,180.06,4,0.927
Perdoname,Jimmy Gonzalez Y Grupo Mazz,38,278546,0.627,0.496,0.652,0,7,0.362,-6.038,0,0.0241,101.137,4,0.419
Amor Querido,Ram Herrera,37,240293,0.425,0.625,0.56,0,9,0.285,-6.18,1,0.0273,103.708,4,0.768
Lo Que Yo Tengo,Jay Pérez,40,209826,0.00363,0.342,0.623,1.70E-05,2,0.223,-11.222,0,0.0326,207.865,4,0.815
Soy Como Soy,Mazz,23,228333,0.4,0.604,0.788,0,0,0.121,-3.855,1,0.0353,171.254,4,0.936
Quiero,Grupo Limite,32,193573,0.224,0.794,0.493,0.00018,6,0.0559,-10.037,1,0.0788,169.454,4,0.873
Con un Nudo en la Garganta,Joe Bravo,32,223506,0.0651,0.647,0.714,8.54E-06,7,0.338,-8.652,1,0.0371,159.54,4,0.84
Todavía,Elsa Garcia,23,218640,0.0874,0.688,0.63,2.69E-05,2,0.0334,-8.123,1,0.105,168.797,4,0.89
Traicionera,Mazz,23,225640,0.396,0.789,0.882,0,2,0.0313,-2.737,1,0.171,90.016,4,0.887
Lie,"quickly, quickly",52,247320,0.887,0.423,0.375,0.837,11,0.106,-12.984,0,0.0634,129.778,4,0.157
Yeah Right,Joji,61,174357,0.624,0.672,0.59,0.236,1,0.0991,-9.574,1,0.129,169.036,4,0.21
Home Soon,yuzu blur,50,144000,0.854,0.645,0.189,0.0105,11,0.108,-16.776,1,0.0606,67.479,4,0.121
Woozy,Toonorth,48,90201,0.222,0.803,0.277,0.74,0,0.12,-9.205,0,0.0489,74.562,4,0.388
unwanted,SPEECHLESS,51,131494,0.553,0.683,0.254,0.881,3,0.589,-15.175,1,0.0722,114.924,4,0.253
Disappear,demxntia,51,109741,0.959,0.493,0.36,2.06E-05,2,0.122,-11.396,0,0.0497,140.286,4,0.0341
Memories Fade,Kupla,55,147474,0.861,0.39,0.477,0.0945,9,0.501,-6.945,0,0.17,79.91,4,0.242
im closing my eyes (feat. shiloh),potsu,26,118302,0.534,0.895,0.109,0.549,0,0.106,-13.853,0,0.0996,134.067,4,0.546
Sick of This,Just Big Hills,49,233846,0.407,0.848,0.209,0.874,6,0.202,-22.79,1,0.082,116.953,4,0.623
No More,Verzache,61,190588,0.915,0.768,0.401,0.0399,1,0.11,-10.934,0,0.0845,102.049,4,0.421
I Have Love for Everyone Besides Myself.,Barnes Blvd.,58,161238,0.97,0.352,0.238,0.586,0,0.0664,-18.408,1,0.1,72.649,3,0.0376
Think About U (feat. Joji),Ryan Hemsworth,59,168974,0.849,0.472,0.357,0.115,0,0.255,-10.09,1,0.0328,121.89,4,0.0532
Memories Fade,Kupla,50,147474,0.861,0.39,0.477,0.0945,9,0.501,-6.945,0,0.17,79.91,4,0.242
The Burn Marks on My Epiano Wont Go Away,A L E X,55,96026,0.825,0.829,0.229,0.921,5,0.106,-16.385,1,0.0762,114.978,4,0.311
Distant Memories,biosphere,46,107865,0.858,0.693,0.267,0.412,0,0.0762,-12.481,1,0.0393,89.002,4,0.536
Bloom,W00ds,47,121672,0.585,0.643,0.535,0.899,0,0.135,-8.689,1,0.034,110.494,4,0.0552
Love Myself,VELVETEARS,48,92508,0.618,0.581,0.708,1.89E-06,7,0.265,-6.625,1,0.0546,155.914,4,0.358
Don't Give Up,Madson Project.,47,171428,0.825,0.539,0.29,0.324,1,0.15,-10.788,1,0.103,83.79,4,0.111
Choke,Sonn,59,180000,0.871,0.652,0.403,0.808,9,0.0742,-14.328,0,0.0802,140.012,4,0.089
Stella's Story,Dream Easy Collective,47,92612,0.797,0.612,0.0606,0.943,0,0.117,-15.235,1,0.0351,83.092,4,0.145
Why,Ohwell,48,74074,0.33,0.606,0.368,0.0352,4,0.118,-10.973,1,0.134,80.861,4,0.481
$orries,Peachy!,62,214857,0.761,0.526,0.236,0.00387,2,0.126,-13.59,0,0.0955,103.401,4,0.299
can't tell,loftii,47,169941,0.431,0.497,0.641,0.105,1,0.609,-4.398,1,0.0751,65.357,4,0.142
Keep On Going,SPEECHLESS,46,160403,0.892,0.714,0.351,0.346,7,0.0717,-10.145,1,0.0707,129.981,4,0.243
"But of All We Did Together, Was It Worth It?",Behind Clouds,45,154750,0.591,0.663,0.188,0.132,2,0.104,-25.349,1,0.142,139.928,4,0.16
Waiting for You,Verzache,31,230000,0.502,0.524,0.274,0.257,6,0.0924,-13.931,1,0.295,167.998,4,0.342
Anything Like Her (feat. Tiffi),City Girl,58,191707,0.843,0.701,0.388,0.00914,2,0.115,-12.12,1,0.285,81.955,4,0.142
harbor,shogonodo,45,132968,0.89,0.559,0.308,0.811,5,0.374,-17.964,1,0.0949,129.959,3,0.184
Timeless,Floreyyyy,49,148578,0.104,0.66,0.34,0.616,2,0.118,-11.021,1,0.367,83.28,4,0.037
Gone,jalowo,52,123076,0.521,0.486,0.577,0.913,10,0.222,-8.675,1,0.0524,78.125,4,0.369
"Now, I See",Barnes Blvd.,47,163533,0.904,0.679,0.178,0.135,5,0.068,-19.16,1,0.0894,104.238,4,0.0735
"Hold on, Pt. 2",Ok2222,53,84000,0.886,0.608,0.18,0.29,10,0.147,-18.239,1,0.0402,60.02,4,0.113
dreary,Gnavis,42,124974,0.895,0.734,0.295,0.947,8,0.378,-21.746,1,0.0512,120.88,4,0.407
memories of u,Drrreems,42,116428,0.538,0.344,0.408,0.172,6,0.737,-14.327,0,0.0661,82.862,4,0.239
Driftwood,Fujitsu,12,124000,0.683,0.656,0.228,0.479,11,0.132,-16.314,1,0.135,148.245,4,0.645
Louie's Lullaby,Harris Cole,56,171627,0.874,0.544,0.543,0.13,1,0.112,-12.962,1,0.0452,92.575,4,0.0444
Wretched,Shrimpnose,44,130169,0.951,0.533,0.398,0.932,4,0.111,-10.525,0,0.031,120.09,4,0.0668
No I'm Not,Imfinenow,46,117196,0.969,0.479,0.338,0.907,8,0.408,-16.802,1,0.0581,119.946,4,0.0387
emerald,Kupla,5,154074,0.368,0.776,0.171,0.87,3,0.111,-12.828,0,0.0897,81.137,4,0.0764
Frostthrone,Mishaal,46,228000,0.893,0.567,0.462,1.47E-05,10,0.088,-9.321,0,0.0307,119.975,4,0.503
Seymour,Drevm,58,113345,0.952,0.749,0.588,0.886,0,0.152,-6.558,1,0.0762,122.057,4,0.434
You'r in My Head,moow,5,97084,0.958,0.754,0.197,0.944,2,0.0966,-11.627,1,0.105,140.178,4,0.326
We Are Safe Here.,fantompower,47,131162,0.332,0.49,0.284,0.713,6,0.0951,-12.325,0,0.0775,84.001,4,0.142
same stars,fcj,46,116918,0.251,0.687,0.284,0.862,0,0.496,-19.504,1,0.0378,115.996,4,0.159
Distant,W00ds,47,144892,0.836,0.545,0.462,0.896,8,0.168,-9.24,1,0.149,149.648,4,0.129
talk it out,Rob Smyles,45,211200,0.969,0.333,0.258,0.756,2,0.117,-16.234,1,0.109,75.106,4,0.058
cold door handles,Idealism,48,146666,0.678,0.679,0.284,0.918,11,0.115,-12.317,0,0.0399,143.875,4,0.325
making her smile,Equity Slate,46,72583,0.979,0.689,0.416,0.835,6,0.127,-10.962,0,0.0938,99.894,3,0.159
mangos,mindbody&beats,4,120215,0.906,0.817,0.0944,0.665,5,0.108,-20.139,1,0.119,74.342,4,0.256
Blue (feat. Drwn.),Philanthrope,11,123041,0.406,0.69,0.245,0.916,1,0.115,-10.11,1,0.122,80.027,4,0.109
A Forest,The Cure,60,354290,0.365,0.579,0.622,0.652,0,0.0955,-11.285,1,0.0563,163.107,4,0.435
Situation - 2008 Remastered Version,Yazoo,50,144133,0.158,0.828,0.662,0.065,6,0.0547,-7.167,1,0.0502,118.76,4,0.334
